"gr_id","flag_id","fleet_id","yy","mm","mondate","dup_pac","ocean_id","vessel","alb_c","bet_c","skj_c","yft_c","pbf_c","oth_c","bum_c","blm_c","mls_c","swo_c","sfa_c","fal_c","ocs_c","mak_c","bsh_c","thr_c","por_c","ham_c","rhn_c","skj_lo","yft_lo","bet_lo","skj_hi","yft_hi","bet_hi","skj_un","yft_un","bet_un"
"L","KR","  ",1965,1,1965-01-01,FALSE,"WX",33,4345,1303,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",1965,1,1965-01-01,FALSE,"WX",23,1257,451,11,629,0,0,40,47,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OD",1965,1,1965-01-01,FALSE,"WX",0,261,1456,0,3459,0,0,1016,1090,355,331,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1965,1,1965-01-01,FALSE,"WX",30,3,345,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1965,1,1965-01-01,FALSE,"WX",0,0,0,8273,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","JP","  ",1965,1,1965-01-01,FALSE,"WX",0,121,30,2770,464,3175,0,65,0,2789,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1965,1,1965-01-01,FALSE,"WX",0,0,0,6000,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",1965,1,1965-01-01,FALSE,"WX",3654,41491,1254,127436,3261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","CS",1965,1,1965-01-01,FALSE,"WX",572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PW","  ",1965,1,1965-01-01,FALSE,"WX",31,0,0,2497,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","CS",1965,1,1965-01-01,FALSE,"WX",0,11,201,4657,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4657,3752,201,4657,3752,201
"L","JP","CS",1966,1,1966-01-01,FALSE,"WX",147,307,0,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",1966,1,1966-01-01,FALSE,"WX",1730,35701,27229,0,51923,0,0,7676,1024,9222,9198,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",1966,1,1966-01-01,FALSE,"WX",55,9117,2268,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",1966,1,1966-01-01,FALSE,"WX",76,6184,905,52,1848,0,0,52,403,86,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OD",1966,1,1966-01-01,FALSE,"WX",0,271,1236,0,4316,0,0,1035,981,340,588,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1966,1,1966-01-01,FALSE,"WX",28,8,346,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1966,1,1966-01-01,FALSE,"WX",0,0,0,8927,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","JP","  ",1966,1,1966-01-01,FALSE,"WX",0,585,86,3801,1662,1348,0,88,0,1674,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1966,1,1966-01-01,FALSE,"WX",0,0,0,6317,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",1966,1,1966-01-01,FALSE,"WX",3620,22830,1108,212985,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","CS",1966,1,1966-01-01,FALSE,"WX",571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PW","  ",1966,1,1966-01-01,FALSE,"WX",15,0,0,2615,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","CS",1966,1,1966-01-01,FALSE,"WX",0,111,9,10949,5844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10949,5844,9,10949,5844,9
"L","JP","CS",1967,1,1967-01-01,FALSE,"WX",147,378,0,0,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",1967,1,1967-01-01,FALSE,"WX",1762,33386,26316,0,24954,0,0,6290,587,10913,9942,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",1967,1,1967-01-01,FALSE,"WX",69,9699,2699,0,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",1967,1,1967-01-01,FALSE,"WX",0,14428,2925,124,2867,0,0,99,723,208,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OD",1967,1,1967-01-01,FALSE,"WX",0,305,1399,0,3863,0,0,898,1052,385,646,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1967,1,1967-01-01,FALSE,"WX",26,12,293,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1967,1,1967-01-01,FALSE,"WX",0,0,0,9632,3628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","JP","  ",1967,1,1967-01-01,FALSE,"WX",0,520,253,4466,3204,2866,0,128,0,1638,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1967,1,1967-01-01,FALSE,"WX",0,0,0,6651,3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",1967,1,1967-01-01,FALSE,"WX",3550,30481,2803,165492,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","CS",1967,1,1967-01-01,FALSE,"WX",564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PW","  ",1967,1,1967-01-01,FALSE,"WX",20,0,0,3354,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","CS",1967,1,1967-01-01,FALSE,"WX",0,89,60,10897,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10897,3395,60,10897,3395,60
"S","JP","DW",1967,1,1967-01-01,FALSE,"WX",0,0,2,32,33,6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,2,34,33,0
"T","NZ","  ",1967,1,1967-01-01,FALSE,"WX",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","CS",1968,1,1968-01-01,FALSE,"WX",231,833,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",1968,1,1968-01-01,FALSE,"WX",1760,23371,20610,0,27792,0,0,5041,424,11216,8632,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",1968,1,1968-01-01,FALSE,"WX",85,6476,1272,0,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",1968,1,1968-01-01,FALSE,"WX",0,15053,3560,82,8261,0,0,189,1261,235,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OD",1968,1,1968-01-01,FALSE,"WX",0,482,2059,0,5805,0,0,1443,1266,332,763,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1968,1,1968-01-01,FALSE,"WX",22,11,256,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1968,1,1968-01-01,FALSE,"WX",0,0,0,10393,4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","JP","  ",1968,1,1968-01-01,FALSE,"WX",0,1109,204,3017,1519,3269,0,77,0,1252,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1968,1,1968-01-01,FALSE,"WX",0,0,0,7003,3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",1968,1,1968-01-01,FALSE,"WX",2670,16597,2272,157340,2689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","CS",1968,1,1968-01-01,FALSE,"WX",561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PW","  ",1968,1,1968-01-01,FALSE,"WX",11,0,0,5039,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","CS",1968,1,1968-01-01,FALSE,"WX",0,267,183,7447,6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7447,6888,183,7447,6888,183
"S","JP","DW",1968,1,1968-01-01,FALSE,"WX",0,0,11,152,195,9268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,198,11,140,218,0
"T","NZ","  ",1968,1,1968-01-01,FALSE,"WX",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","CS",1969,1,1969-01-01,FALSE,"WX",895,931,485,53,2459,565,0,117,0,600,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",1969,1,1969-01-01,FALSE,"WX",1663,16874,25276,0,29116,0,0,5585,579,7221,7784,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",1969,1,1969-01-01,FALSE,"WX",76,10264,1838,0,4975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",1969,1,1969-01-01,FALSE,"WX",0,9826,2327,77,9562,0,0,159,747,108,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OD",1969,1,1969-01-01,FALSE,"WX",0,569,2326,0,5409,0,0,1230,1293,571,843,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1969,1,1969-01-01,FALSE,"WX",23,14,319,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1969,1,1969-01-01,FALSE,"WX",0,0,0,11214,4463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","JP","  ",1969,1,1969-01-01,FALSE,"WX",0,959,62,6587,534,2349,0,207,0,2622,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1969,1,1969-01-01,FALSE,"WX",0,0,0,7374,3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","CS",1969,1,1969-01-01,FALSE,"WX",3475,236,1675,7872,2581,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",1969,1,1969-01-01,FALSE,"WX",528,31912,1675,155583,2452,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PW","  ",1969,1,1969-01-01,FALSE,"WX",9,0,0,4629,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","CS",1969,1,1969-01-01,FALSE,"WX",64,480,48,4980,3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4980,3854,48,4980,3854,48
"S","JP","DW",1969,1,1969-01-01,FALSE,"WX",4,41,1,65,13,3236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,16,2,77,3,0
"L","JP","CS",1970,1,1970-01-01,FALSE,"WX",890,1691,565,32,4220,426,0,160,0,690,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",1970,1,1970-01-01,FALSE,"WX",1553,18431,28959,335,34908,0,0,8225,1223,6135,6213,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",1970,1,1970-01-01,FALSE,"WX",105,11942,1322,0,3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PH","  ",1970,1,1970-01-01,FALSE,"WX",0,0,51,1072,537,0,0,54,16,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",1970,1,1970-01-01,FALSE,"WX",0,15426,2704,169,6095,0,0,153,1380,263,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OD",1970,1,1970-01-01,FALSE,"WX",829,1482,1149,0,6132,0,0,1385,925,495,904,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1970,1,1970-01-01,FALSE,"WX",24,9,215,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1970,1,1970-01-01,FALSE,"WX",0,0,550,12100,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","JP","  ",1970,1,1970-01-01,FALSE,"WX",0,517,46,6651,1278,1940,0,55,0,1181,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1970,1,1970-01-01,FALSE,"WX",0,0,400,7765,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","TW","  ",1970,1,1970-01-01,FALSE,"WX",0,0,2,322,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","AU","  ",1970,1,1970-01-01,FALSE,"WX",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","CS",1970,1,1970-01-01,FALSE,"WX",3148,122,1589,6237,2048,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",1970,1,1970-01-01,FALSE,"WX",512,24263,1589,181201,2465,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1970,1,1970-01-01,FALSE,"WX",5,0,0,2354,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PW","  ",1970,1,1970-01-01,FALSE,"WX",10,0,0,8081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","HW",1970,1,1970-01-01,FALSE,"WX",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R","PH","  ",1970,1,1970-01-01,FALSE,"WX",0,0,166,3051,1511,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","CS",1970,1,1970-01-01,FALSE,"WX",62,279,85,4320,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4320,3370,85,4320,3370,85
"S","JP","DW",1970,1,1970-01-01,FALSE,"WX",6,38,11,375,181,2907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,178,11,403,164,0
"S","PH","DW",1970,1,1970-01-01,FALSE,"WX",0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PH","PH",1970,1,1970-01-01,FALSE,"WX",0,0,495,2975,4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811,4277,475,2857,4225,481,2811,4277,475
"T","NZ","  ",1970,1,1970-01-01,FALSE,"WX",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","CS",1971,1,1971-01-01,FALSE,"WX",908,1691,559,18,3057,417,0,116,0,667,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",1971,1,1971-01-01,FALSE,"WX",1562,13114,32113,135,32366,336,0,4855,1342,4944,7208,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",1971,1,1971-01-01,FALSE,"WX",122,11769,940,0,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PH","  ",1971,1,1971-01-01,FALSE,"WX",0,0,57,1147,601,0,0,60,18,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",1971,1,1971-01-01,FALSE,"WX",0,17701,3142,174,12639,0,0,88,1033,301,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OD",1971,1,1971-01-01,FALSE,"WX",863,1739,1335,1,5080,0,0,1331,1383,449,992,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1971,1,1971-01-01,FALSE,"WX",23,11,213,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1971,1,1971-01-01,FALSE,"WX",0,0,570,12400,5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","JP","  ",1971,1,1971-01-01,FALSE,"WX",0,359,21,2269,226,1837,0,56,0,2274,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1971,1,1971-01-01,FALSE,"WX",0,0,448,8309,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","TW","  ",1971,1,1971-01-01,FALSE,"WX",0,0,0,466,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","AU","  ",1971,1,1971-01-01,FALSE,"WX",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","CS",1971,1,1971-01-01,FALSE,"WX",3168,394,931,5041,2570,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",1971,1,1971-01-01,FALSE,"WX",510,52957,931,152339,2393,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1971,1,1971-01-01,FALSE,"WX",29,0,0,16862,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PW","  ",1971,1,1971-01-01,FALSE,"WX",20,0,0,2133,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1971,1,1971-01-01,FALSE,"WX",0,0,0,4570,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","HW",1971,1,1971-01-01,FALSE,"WX",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R","PH","  ",1971,1,1971-01-01,FALSE,"WX",0,0,186,3265,1690,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","CS",1971,1,1971-01-01,FALSE,"WX",62,751,30,2829,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2829,1536,30,2829,1536,30
"S","JP","DW",1971,1,1971-01-01,FALSE,"WX",6,151,128,7850,2913,3721,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7856,2910,128,7933,2830,128
"S","PH","DW",1971,1,1971-01-01,FALSE,"WX",0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PH","PH",1971,1,1971-01-01,FALSE,"WX",0,0,520,3194,4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,4784,532,3087,4712,525,3007,4784,532
"L","JP","CS",1972,1,1972-01-01,FALSE,"WX",940,2768,732,25,3794,405,0,217,0,837,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",1972,1,1972-01-01,FALSE,"WX",1431,12114,41858,131,32411,132,0,6277,1027,3504,6616,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",1972,1,1972-01-01,FALSE,"WX",178,9855,1138,0,6685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PH","  ",1972,1,1972-01-01,FALSE,"WX",0,0,59,1260,625,0,0,63,19,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",1972,1,1972-01-01,FALSE,"WX",0,20125,5215,110,14177,0,0,195,1442,460,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OD",1972,1,1972-01-01,FALSE,"WX",899,2904,1812,18,3323,0,0,1205,1208,380,862,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1972,1,1972-01-01,FALSE,"WX",23,8,226,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1972,1,1972-01-01,FALSE,"WX",0,0,900,19600,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","JP","  ",1972,1,1972-01-01,FALSE,"WX",0,644,19,6139,839,1265,0,59,0,1126,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1972,1,1972-01-01,FALSE,"WX",0,0,466,9123,4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","TW","  ",1972,1,1972-01-01,FALSE,"WX",0,0,15,582,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","AU","  ",1972,1,1972-01-01,FALSE,"WX",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","CS",1972,1,1972-01-01,FALSE,"WX",3596,570,135,10935,258,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",1972,1,1972-01-01,FALSE,"WX",554,60021,1627,140976,5544,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1972,1,1972-01-01,FALSE,"WX",45,0,0,11785,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PW","  ",1972,1,1972-01-01,FALSE,"WX",11,0,0,1463,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1972,1,1972-01-01,FALSE,"WX",0,0,0,7668,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","HW",1972,1,1972-01-01,FALSE,"WX",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R","PH","  ",1972,1,1972-01-01,FALSE,"WX",0,0,193,3585,1757,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","CS",1972,1,1972-01-01,FALSE,"WX",65,4,1,2623,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623,841,1,2623,841,1
"S","JP","DW",1972,1,1972-01-01,FALSE,"WX",7,273,110,12103,4248,4212,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12123,4260,112,12154,4189,119
"S","PH","DW",1972,1,1972-01-01,FALSE,"WX",0,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PH","PH",1972,1,1972-01-01,FALSE,"WX",0,0,560,3617,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303,4972,552,3355,4911,561,3303,4972,552
"T","NZ","  ",1972,1,1972-01-01,FALSE,"WX",0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","CS",1973,1,1973-01-01,FALSE,"WX",959,4517,913,39,2576,728,0,217,0,632,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",1973,1,1973-01-01,FALSE,"WX",1428,13192,31818,107,33906,165,0,5334,973,3848,5903,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",1973,1,1973-01-01,FALSE,"WX",222,16762,2523,0,6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","PH","  ",1973,1,1973-01-01,FALSE,"WX",0,0,70,1415,748,0,0,75,22,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","SB","  ",1973,1,1973-01-01,FALSE,"WX",2,4,16,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",1973,1,1973-01-01,FALSE,"WX",0,25218,5000,239,7846,0,0,207,1547,487,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OD",1973,1,1973-01-01,FALSE,"WX",1255,128,1891,61,10373,0,0,1650,1251,568,860,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1973,1,1973-01-01,FALSE,"WX",18,14,181,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","ID","  ",1973,1,1973-01-01,FALSE,"WX",0,0,1020,22300,9180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","JP","  ",1973,1,1973-01-01,FALSE,"WX",0,530,52,9888,422,2678,0,113,0,746,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","PH","  ",1973,1,1973-01-01,FALSE,"WX",0,0,557,10250,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","TW","  ",1973,1,1973-01-01,FALSE,"WX",0,0,74,536,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","AU","  ",1973,1,1973-01-01,FALSE,"WX",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","CS",1973,1,1973-01-01,FALSE,"WX",3020,761,109,7902,234,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
